234817197	-244960787	47498495	268423027	-571614047	264303361	48458856	531301270	93819796	313224252	-110930698	-160838285	428894486	834484047	126326891	-759302432	-26918806	10565652	862744531	686958412	829874089	327764139	557296522	-141804476	-332439633	511436204	85539012	620641066	111536072	-546530432	511859264	-955688967	-813647976	-89918330	885105950	-603099790	-139316267	-139176805	-533612331	807335469	315757813	427504553	-316530680	-234066318	246096189	80001509	742429590	937256558	841678181	-425226698	602399282
-591750831	-182253954	-585317688	-808983665	445862895	336676521	-414060027	-668383479	609914677	730557933	-922003362	-730673232	894193528	-947129963	-78686780	-326353553	652073178	310090898	688554272	986076774	703414213	385771471	-472089795	-452904179	754516211	453781201	-976974574	-394037788	991975475	477373861	443904926	53935496	-662299307	566108628	-840414917	-258685412	-12315679	15096608	-425147023	-774840919	-771141026	-176393631	650832601	700212360	-174654129	258523664	-744003817	-155141111	-155290704	-895989375	-240570130
-911314370	197103598	-562142912	332106426	256893933	-128077205	-996260195	-562426300	-353440455	-376782263	31485423	-948872883	553045515	-657099769	-962391000	-841035489	-158449394	-686060600	-180776398	288953591	400756980	504992533	-122439569	-890405904	232004086	-918595716	-621876054	592847735	100285073	760740834	-465134501	395154379	629695085	-174760362	-866387503	215636242	732183461	-513537827	-463923142	-124429105	-103157517	531088130	145350914	-20588975	262530454	-145606593	-309346286	644643579	190113134	-377735173	41066063
-139757927	67315296	-165117096	571047326	114956531	-266339610	-787956900	406658904	-179654601	-745245305	-330378350	777613148	123737066	-72711593	-911943923	-410115467	-49947109	-24721209	448966391	-766150881	387502395	-414120465	-745738919	-428883416	-62253266	-660582643	531378387	43308029	23643680	498529020	497906292	990960529	-585456430	-117373377	-388719020	-543311340	-197005635	-4815179	924010316	694330757	277157788	961743365	-338355245	-944562822	-698774832	310043388	185628431	-81850402	-714461009	386939276	146822016
58738843	961002666	56978307	559140305	412930732	818042238	-353696091	-13210548	995986040	-780669460	-378969944	414337618	179842774	-87257340	488677222	238370925	930780021	649239542	718503293	-345662878	44977732	440953447	-256668221	676368990	844583584	120144302	-54763309	95216621	551434448	-346250327	-832155635	235992021	-510001811	590424400	-423948898	619585414	391548421	411303215	878963527	-396391121	-868422190	-812011823	977243658	313129515	-247338024	34391310	224420295	-23972458	918424883	-551608226	-641312939
-138663642	-120795449	-993614320	-345364291	177997910	-143380633	-86761446	446802878	-125675720	150902916	99550967	64011177	263074841	158332638	-395242216	-911367514	-64288614	497106945	679661257	856811798	388187191	-631984396	423784032	888810673	-405902395	619017941	-845349259	-746118287	-243424401	713536304	109122045	889066343	305585544	332211193	-414823613	-474538090	187325706	492535224	301255802	659450599	-264012927	-5577174	173579932	-727077237	904090063	-105062650	-83196093	-168377377	674561370	-932579013	-684423404
357577400	-805448266	-352005067	-204833325	-649438045	926485336	-311054719	-217195848	-491048281	491803985	-500990467	-780580154	104496180	-20834324	-574479975	56114407	725575890	-365896929	-385180307	309029878	-897998873	299386631	-640818788	-376957378	-203783497	53105925	285823416	676293965	-758492034	879083435	188954205	103843666	-247321134	688170925	-657298461	-667229077	-706954689	-843960673	-316639694	501555110	-212607547	339189737	195048072	-37642316	324113543	-103857426	-804652101	270141680	666442919	776661809	606614012
589463389	-988280611	-739328353	824211610	275771190	48136490	-812357140	687356851	821099320	-864894077	-417501269	781309395	155291991	783917993	-989549064	-906787447	695674917	39157182	-630055463	730742144	93603241	969459429	-879709542	992438296	-885069101	-803836622	186011439	176994627	834872083	-555789507	123474803	300714538	395642812	589621222	367197229	785972659	117298455	912801639	757509962	-645807883	-699332623	86912382	586649126	144697700	-332639004	-401867915	553197288	709290457	-492818229	-274917407	577242876
97396038	921878197	-713383971	-577585287	-201021535	226364965	-333042019	358392568	-650577035	96709655	-806903354	796927326	493211834	-913676326	-847012838	326845197	-874789436	157963177	576656029	466378665	-360671066	-502251137	782068274	593410960	-104237380	976644058	-985166422	925651255	-428839551	-237910746	519754109	-286310067	390037441	479822369	388651804	960329596	-444430456	-139078907	-465399123	175440698	550855791	-421154291	954454721	-232604982	116841972	-51165973	-164503963	-633202897	961976728	861146598	-231297629
-900365167	248887789	-822842481	-359233002	-347400844	-977229624	-508398627	408384313	-985720669	-444995201	577977397	328539445	-118327187	-458101343	-253460572	-831704229	-835834427	396767041	-925028002	-399835952	-816517851	442362468	30903960	401303098	-633716714	184061798	238319090	831164268	-85169705	425850212	569973117	-555024776	-649550885	789701152	990425312	-461671406	-726173804	722138463	-238658453	955503979	-9589571	790421293	-847893220	476057436	595105972	847102710	1337072	-724545700	-744794818	432396047	-630476323
896853058	-156219552	593814209	-815774013	926641471	-730253639	-270741642	-379949352	-931272316	967961991	733694533	-653308017	-327512784	-235532632	-110195289	-329946281	458990531	-574915294	15172298	-936515922	6947771	-767539354	107936283	164233154	-65274175	60398291	535749471	394594473	-676176569	925824899	-334192143	-141954497	-130361520	892104141	-367727863	515211264	-897737316	102676885	-903074578	-347227211	279649329	-744746872	-511439024	-569930076	725433438	464568765	953665079	790146146	-249361528	-975777518	262488291
-290428852	147172181	593106318	-139473294	-161384499	-57009541	-488413104	688257296	878380754	373546599	-100858767	-940840519	-176453541	975166416	711489041	825142102	920806187	868828230	901402763	-32715777	435639362	-65847340	-162270341	792121716	310824884	414856549	-726315839	232761447	-642111805	409053820	-815590317	-635964691	-495040140	-156478069	530303694	947496546	-57366719	174610690	659522203	-57411160	-507352088	965027472	115653169	-545547190	-882827543	-605382609	345556511	896686010	-803366193	-221495348	635063372
571580000	437589520	27842909	-989880720	-915537974	-815499670	522170595	-344064682	646738148	299996638	-702961177	-966177185	-474969525	91687782	275783077	572580598	23062035	-845879309	-475219713	441955694	336377700	411823673	-92627884	-92653986	-363398301	350807138	-972673533	-488490956	163052636	-955670683	227290674	453901384	-504052892	910910767	182217321	-461892899	883720751	242945150	-585499185	-99614789	-752795962	-922807344	-496115068	255863624	-665976374	8049901	-120267300	-986747187	12764155	43978300	366175333
343476635	-460175324	205129449	-813792845	-593207415	-24316978	-249240443	-768822333	728747476	-872323424	-178286412	-779732647	-460449627	-680532014	750039771	635747958	21474639	-570492460	818908394	163608619	638104262	-386981139	-562085856	547750205	-790947468	-359659208	-312421210	112404057	255312794	230307971	-722122567	897034990	-306000336	256524546	125127941	883155594	464797460	-934509250	-886308735	-973356796	915430086	700960206	-192033765	888288328	-360560954	-150374853	677368626	-551135138	-948120118	195282339	-575346872
-454911548	-980192004	253470128	912378555	-951781130	189467403	-36927796	115712815	-348815337	-972698235	17469310	309497861	-424807939	476388951	862149051	286109380	268109431	707871753	-130317231	-404075592	289765439	568001636	-217601446	-496046408	906458102	-900130149	-824639158	30586627	582032784	856892195	42073303	-232466068	-116474800	-242299029	756349697	-620685298	-448947725	-453926625	898625020	457850677	936221334	629146347	102909391	-350751680	-561188709	203575958	-372821374	487500761	-424722052	416841452	476187770
695369202	-610159460	-136726165	731940282	451407973	311799571	-904729530	317972645	-746578646	-487640829	-970325260	-699901597	506340805	-671773455	-236077927	468873909	-174445377	107382925	-552183654	-707174126	945227886	-655224677	-586441048	718305418	906114908	118859682	-422157659	-265940942	-128655141	-547162463	11451713	-430640228	-524707573	441297891	-651267639	-155476628	-450029597	806613824	858163702	-829637087	323818951	283980090	-341519888	921919106	915018511	731540391	39419985	321960784	-26622935	-171776336	366789891
-520493812	-429237586	902789324	302952944	-551744936	-284941781	-680420841	-687064454	419762903	351629250	-588267386	-368012654	504022847	173701363	-238874309	906894333	-513130410	-544787611	644543392	-128566420	361583034	578860923	465413159	-500960863	-11860850	-971248684	-571095189	-272818311	-872688381	288577352	512390049	318291577	-540274120	-364099566	547999795	382025047	139035944	594952504	267166959	381429696	-230818663	-192763484	-147127334	421047923	-459618452	922909669	86958764	430888309	-327910167	-234884761	-25345683
205247192	488530894	-316259130	474092610	461054211	446360231	-635751758	-246537117	845147016	324249758	659011659	154672451	-462440690	-313309706	-357339434	-156934492	104215747	414995801	-652984316	-506413638	-549589953	82654844	144743740	-200767892	-552971903	-638809108	-571689529	198800919	-502775822	520400603	637302538	-340529305	925339859	-497208206	46179245	532710482	126792259	-978572942	-946044195	899355638	-116509140	233956881	122600089	-635141437	445886816	685610427	-699564617	-351578339	-884070144	-74288855	-296435130
-482994952	995246500	323935556	-308865157	-714336598	596968511	-768941945	-384343006	-995507204	-180206001	-870942677	733854987	-870280778	-808733487	19619885	255415671	-714057036	-501096779	-897978289	709722493	580540906	300030066	-510052550	-601714761	443136277	-95244142	-739449170	49282372	-680024102	5700862	118723502	-418533602	168827937	234962076	-286751009	754482858	-991273650	953213826	-454761085	-654493241	-419445988	887890934	-128153989	303122327	145537708	259833686	745099259	-126062558	-549081358	-620009786	-672734072
131374975	-815491967	-125916802	-592791274	-768248913	-75266322	-462418807	-16268373	309642197	985656420	-680415027	590383887	-562133616	-253660361	335322515	740993533	861028243	148721678	78272201	714932703	559713404	876985998	-167873957	-65271077	958162333	324218115	177749107	447716419	-175982119	820381920	35417766	132684406	-214878553	-790649558	-554134882	-750946135	6953638	-421364264	749697080	-191844905	-8832231	-995125981	-172788835	887726291	-857898205	293099680	-538197268	-861674358	569610251	852251746	839675404
649578936	566558932	-941882057	-975942045	739774017	-485982921	-200442791	604325614	376665274	463879516	-816415422	-806824993	-119783604	-206493891	283498044	-677135582	797831190	501345730	860292137	979455247	-911938178	2222862	346020482	795559447	811158044	-679861051	-800951555	-954632679	654554466	37643389	-291500450	139170959	616450006	941560072	323893214	919890107	-915486383	-324090603	-439142958	-451835016	921299087	-147465084	689265305	290071370	965518301	650490726	699052832	-287754738	434954662	-123538750	-618408780
-163545969	-420629855	107946441	-196999880	-884175999	-234974606	-691540294	-253514179	-538868275	-138532837	299678601	-843383186	-741672320	-525183915	589088646	722628144	-961824179	-118075094	-509446777	901667985	588576019	-26594732	791933803	-992098718	236123556	17404342	771085884	-499393744	-665682381	-997415886	-708154780	-993729063	452026878	-646506700	874952034	737792417	347605147	194201033	-852912246	155180573	-155738807	-419028842	229455092	-940866488	273540933	-412491331	598901278	-467821129	-480700527	159218250	-665335702
355738538	938815898	849170079	400315857	-145374940	-91017139	-587519343	-561367927	565388997	-502177304	275073331	614847362	-832197727	-77446782	-866031692	669451973	390589477	-255546733	-481922127	167654300	-499079859	-316940390	544319804	725180810	443604108	90438870	-734899193	407123885	-200547562	80246067	-603098348	694298849	-716593740	167706451	794850675	-530980281	397758441	-769320370	-595846190	49714900	676153310	494096737	-805318980	854429907	-15837780	419311837	418736741	-9081318	728376408	455706299	862315123
-152938694	-477847159	992839229	-354343579	-607374448	573993524	647530608	719736887	-664175151	-867172091	-691902141	331229076	-15042615	-565823836	23275721	724548412	933606622	86629448	545125327	22698204	-499580729	-131601415	-205073085	-726912129	15601186	977829707	287784041	626689670	432250350	-923086091	-341433607	-122378651	408451366	-629658961	-98116838	828305297	-38722805	-329544574	-679441476	-162919783	825350783	-802206661	981586180	-201916253	-738653199	-417905707	910471809	145838832	-845558069	25205405	-802514783
-214042919	29034088	-64213025	705516581	-36358359	461028883	761484414	-662603189	-615873654	-536750293	570869724	411308241	-717149400	-880153848	211781789	181615084	-872118844	747188616	72033197	-95165207	-565330363	-792149750	285153695	-358199000	505762837	523180381	869309142	624344960	-38694917	645609732	-580310118	-169492613	912171370	717380408	-673671615	376688498	-817019482	-319010736	-444785694	-367035751	-527126853	-592043407	871157456	470204486	-401031718	755758830	-903517232	314765420	507185003	813175265	-123865025
939281982	195145903	-318638049	-29130084	-662751486	973116357	-169304792	960971345	-901479956	-10305183	-510535531	-17512295	-933570455	-101675905	429418225	742250646	652778196	-44138212	336724667	305197933	959014499	670764508	924341602	554816634	-832691265	974003032	-663886927	-631055235	-430284643	521123967	-436465906	90080341	-409598748	-252853812	932545207	365369988	-397965742	-446677040	-661587387	750954908	-232618407	-340910553	-191845128	-254715200	-100805189	209476384	877415071	-658726481	-12255208	-73864168	-643295931
-941930472	-693302561	791226702	-624015027	-137513394	622595583	-949728076	-635811043	462519747	-514338116	-43828650	782000152	15354437	326352418	374292553	-385200306	709952488	-726959690	55672504	-967685452	210044776	-933660688	998323926	-148138684	-69985014	868176290	122849917	-455013442	373522549	402751708	-791476915	-132886363	-86170998	484279809	425471731	-528121092	369854981	164695155	-478726646	520461457	-55179401	359953424	304198908	496637644	669494716	-248028777	-644482920	278777180	831971117	264392860	-478156767
